[2023/04/16 12:01:42:288] hieudz đã mua 55 item 340 với giá 0 xu 0 yên 550 lượng
[2023/04/16 04:30:40:774] napgan1ty đã giao dịch với napgan10ty và nhận được Item: 252. Số lượng: 0
[2023/04/16 04:30:40:775] napgan1ty đã giao dịch với napgan10ty và nhận được Item: 252. Số lượng: 0
[2023/04/16 04:30:43:084] kunai1s đã mua 100 item 340 với giá 0 xu 0 yên 1000 lượng
[2023/04/16 04:33:03:293] tieu1s đã giao dịch với kunai1s và nhận được Item: 283. Số lượng: 1
[2023/04/16 04:33:03:294] tieu1s đã giao dịch với kunai1s và nhận được Item: 376. Số lượng: 1
[2023/04/16 04:35:55:557] cung2s đã mua 2 item 268 với giá 0 xu 0 yên 10 lượng
[2023/04/16 04:36:07:484] napgan1ty đã giao dịch với admin và nhận được Item: 308. Số lượng: 1
[2023/04/16 04:36:07:484] napgan1ty đã giao dịch với admin và nhận được Item: 308. Số lượng: 1
[2023/04/16 04:36:07:485] napgan1ty đã giao dịch với admin và nhận được Item: 308. Số lượng: 1
[2023/04/16 04:36:07:485] napgan1ty đã giao dịch với admin và nhận được Item: 308. Số lượng: 1
[2023/04/16 04:36:07:485] napgan1ty đã giao dịch với admin và nhận được Item: 308. Số lượng: 1
[2023/04/16 04:36:07:486] napgan1ty đã giao dịch với admin và nhận được Item: 308. Số lượng: 1
[2023/04/16 04:36:07:486] napgan1ty đã giao dịch với admin và nhận được Item: 308. Số lượng: 1
[2023/04/16 04:36:07:487] napgan1ty đã giao dịch với admin và nhận được Item: 308. Số lượng: 1
[2023/04/16 04:36:07:487] napgan1ty đã giao dịch với admin và nhận được Item: 308. Số lượng: 1
[2023/04/16 04:36:07:487] napgan1ty đã giao dịch với admin và nhận được Item: 308. Số lượng: 1
[2023/04/16 04:36:07:488] napgan1ty đã giao dịch với admin và nhận được Item: 309. Số lượng: 1
[2023/04/16 04:36:07:488] napgan1ty đã giao dịch với admin và nhận được Item: 309. Số lượng: 1
[2023/04/16 04:37:05:463] kiem1s đã giao dịch với kunai1s và nhận được Item: 369. Số lượng: 1
[2023/04/16 04:37:05:464] kiem1s đã giao dịch với kunai1s và nhận được Item: 375. Số lượng: 1
[2023/04/16 04:37:11:013] kunai1s đã mua 1 item 215 với giá 0 xu 0 yên 10 lượng
[2023/04/16 04:37:11:293] napgan1ty đã giao dịch với admin và nhận được Item: 309. Số lượng: 1
[2023/04/16 04:37:11:293] napgan1ty đã giao dịch với admin và nhận được Item: 309. Số lượng: 1
[2023/04/16 04:37:11:294] napgan1ty đã giao dịch với admin và nhận được Item: 309. Số lượng: 1
[2023/04/16 04:37:11:294] napgan1ty đã giao dịch với admin và nhận được Item: 309. Số lượng: 1
[2023/04/16 04:37:11:294] napgan1ty đã giao dịch với admin và nhận được Item: 309. Số lượng: 1
[2023/04/16 04:37:11:295] napgan1ty đã giao dịch với admin và nhận được Item: 309. Số lượng: 1
[2023/04/16 04:37:11:295] napgan1ty đã giao dịch với admin và nhận được Item: 309. Số lượng: 1
[2023/04/16 04:37:11:295] napgan1ty đã giao dịch với admin và nhận được Item: 309. Số lượng: 1
[2023/04/16 04:37:11:295] napgan1ty đã giao dịch với admin và nhận được Item: 253. Số lượng: 1
[2023/04/16 04:37:11:296] napgan1ty đã giao dịch với admin và nhận được Item: 253. Số lượng: 1
[2023/04/16 04:37:11:296] napgan1ty đã giao dịch với admin và nhận được Item: 253. Số lượng: 1
[2023/04/16 04:37:11:296] napgan1ty đã giao dịch với admin và nhận được Item: 253. Số lượng: 1
[2023/04/16 04:37:12:583] kunai1s đã mua 1 item 229 với giá 0 xu 0 yên 10 lượng
[2023/04/16 04:37:47:472] napgan1ty đã giao dịch với admin và nhận được Item: 253. Số lượng: 1
[2023/04/16 04:37:47:473] napgan1ty đã giao dịch với admin và nhận được Item: 253. Số lượng: 1
[2023/04/16 04:37:47:473] napgan1ty đã giao dịch với admin và nhận được Item: 253. Số lượng: 1
[2023/04/16 04:37:47:473] napgan1ty đã giao dịch với admin và nhận được Item: 253. Số lượng: 1
[2023/04/16 04:47:53:801] napgan1ty đã mua 1 item 555 với giá 0 xu 0 yên 500 lượng
[2023/04/16 04:52:19:626] kiem1s đã giao dịch với kunai1s và nhận được Item: 407. Số lượng: 1
[2023/04/16 05:00:12:795] tieu1s đã giao dịch với kunai1s và nhận được Item: 376. Số lượng: 1
[2023/04/16 05:00:12:795] tieu1s đã giao dịch với kunai1s và nhận được Item: 370. Số lượng: 1
[2023/04/16 05:00:12:795] tieu1s đã giao dịch với kunai1s và nhận được Item: 7. Số lượng: 1
[2023/04/16 05:00:12:796] tieu1s đã giao dịch với kunai1s và nhận được Item: 8. Số lượng: 1
[2023/04/16 05:00:12:796] tieu1s đã giao dịch với kunai1s và nhận được Item: 7. Số lượng: 1
[2023/04/16 05:00:12:796] tieu1s đã giao dịch với kunai1s và nhận được Item: 5. Số lượng: 1
[2023/04/16 05:00:12:796] tieu1s đã giao dịch với kunai1s và nhận được Item: 5. Số lượng: 1
[2023/04/16 05:00:12:796] tieu1s đã giao dịch với kunai1s và nhận được Item: 5. Số lượng: 1
[2023/04/16 05:00:12:797] tieu1s đã giao dịch với kunai1s và nhận được Item: 5. Số lượng: 1
[2023/04/16 05:00:12:797] tieu1s đã giao dịch với kunai1s và nhận được Item: 4. Số lượng: 1
[2023/04/16 05:00:12:797] tieu1s đã giao dịch với kunai1s và nhận được Item: 4. Số lượng: 1
[2023/04/16 05:01:40:542] cung2s đã giao dịch với kunai1s và nhận được Item: 378. Số lượng: 1
[2023/04/16 05:02:06:289] kunai1s đã mua 100 item 340 với giá 0 xu 0 yên 1000 lượng
[2023/04/16 05:04:09:952] gaingheopk đã mua 10 item 539 với giá 0 xu 0 yên 5000 lượng
[2023/04/16 05:04:16:412] gaingheopk đã mua 3 item 248 với giá 0 xu 0 yên 150 lượng
[2023/04/16 05:04:26:112] gaingheopk đã mua 5 item 538 với giá 0 xu 0 yên 2000 lượng
[2023/04/16 05:18:52:069] gaingheopk đã giao dịch với traingheo và nhận được Item: 276. Số lượng: 52
[2023/04/16 05:26:13:380] cung1s đã mua 1 item 268 với giá 0 xu 0 yên 5 lượng
[2023/04/16 05:26:21:998] cung1s đã mua 1 item 268 với giá 0 xu 0 yên 5 lượng
[2023/04/16 05:30:16:847] acacia đã giao dịch với options và nhận được Item: 540. Số lượng: 1
[2023/04/16 05:30:31:687] acacia đã mua 20 item 539 với giá 0 xu 0 yên 10000 lượng
[2023/04/16 05:31:05:487] napgan1ty đã mua 1 item 498 với giá 500000 xu 0 yên 0 lượng
[2023/04/16 05:31:16:387] napgan1ty đã mua 1 item 271 với giá 0 xu 0 yên 500 lượng
[2023/04/16 05:32:45:062] quat1s đã mua 2 item 268 với giá 0 xu 0 yên 10 lượng
[2023/04/16 05:32:55:716] acicia đã mua 20 item 539 với giá 0 xu 0 yên 10000 lượng
[2023/04/16 05:36:17:936] napgan1ty đã mua 1 item 503 với giá 800000 xu 0 yên 0 lượng
[2023/04/16 05:37:25:380] kiem1s đã mua 2 item 268 với giá 0 xu 0 yên 10 lượng
[2023/04/16 05:39:33:453] napgan1ty đã mua 1 item 242 với giá 0 xu 0 yên 10 lượng
[2023/04/16 05:39:34:354] napgan1ty đã mua 1 item 242 với giá 0 xu 0 yên 10 lượng
[2023/04/16 05:39:35:685] napgan1ty đã mua 1 item 242 với giá 0 xu 0 yên 10 lượng
[2023/04/16 05:40:49:075] napgan1ty đã mua 1 item 284 với giá 0 xu 0 yên 45 lượng
[2023/04/16 05:40:49:955] napgan1ty đã mua 1 item 284 với giá 0 xu 0 yên 45 lượng
[2023/04/16 05:40:50:925] napgan1ty đã mua 1 item 284 với giá 0 xu 0 yên 45 lượng
[2023/04/16 05:40:52:494] napgan1ty đã mua 1 item 284 với giá 0 xu 0 yên 45 lượng
[2023/04/16 05:40:53:513] napgan1ty đã mua 1 item 284 với giá 0 xu 0 yên 45 lượng
[2023/04/16 05:41:02:289] cung2s đã giao dịch với kunai1s và nhận được Item: 162. Số lượng: 1
[2023/04/16 05:41:02:289] cung2s đã giao dịch với kunai1s và nhận được Item: 357. Số lượng: 1
[2023/04/16 05:41:02:289] cung2s đã giao dịch với kunai1s và nhận được Item: 356. Số lượng: 1
[2023/04/16 05:41:02:290] cung2s đã giao dịch với kunai1s và nhận được Item: 324. Số lượng: 1
[2023/04/16 05:41:02:290] cung2s đã giao dịch với kunai1s và nhận được Item: 188. Số lượng: 1
[2023/04/16 05:41:02:290] cung2s đã giao dịch với kunai1s và nhận được Item: 321. Số lượng: 1
[2023/04/16 05:42:48:019] cung2s đã mua 5 item 242 với giá 0 xu 0 yên 50 lượng
[2023/04/16 05:45:20:734] napgan1ty đã mua 1 item 285 với giá 0 xu 0 yên 150 lượng
[2023/04/16 05:45:21:684] napgan1ty đã mua 1 item 285 với giá 0 xu 0 yên 150 lượng
[2023/04/16 05:45:53:584] quat1s đã giao dịch với kunai1s và nhận được Item: 380. Số lượng: 1
[2023/04/16 05:45:53:584] quat1s đã giao dịch với kunai1s và nhận được Item: 316. Số lượng: 1
[2023/04/16 05:46:05:984] napgan1ty đã mua 1 item 285 với giá 0 xu 0 yên 150 lượng
[2023/04/16 05:46:06:904] napgan1ty đã mua 1 item 285 với giá 0 xu 0 yên 150 lượng
[2023/04/16 05:46:07:803] napgan1ty đã mua 1 item 285 với giá 0 xu 0 yên 150 lượng
[2023/04/16 05:47:04:902] napgan1ty đã mua 1 item 285 với giá 0 xu 0 yên 150 lượng
[2023/04/16 05:47:05:833] napgan1ty đã mua 1 item 285 với giá 0 xu 0 yên 150 lượng
[2023/04/16 05:47:07:024] napgan1ty đã mua 1 item 285 với giá 0 xu 0 yên 150 lượng
[2023/04/16 05:47:16:414] chumbuff đã mua 1 item 539 với giá 0 xu 0 yên 500 lượng
[2023/04/16 05:47:17:126] chumbuff đã mua 1 item 539 với giá 0 xu 0 yên 500 lượng
[2023/04/16 05:47:20:846] chumbuff đã mua 1 item 545 với giá 0 xu 0 yên 500 lượng
[2023/04/16 05:47:26:479] cung2s đã mua 5 item 242 với giá 0 xu 0 yên 50 lượng
[2023/04/16 05:48:18:680] canhdepzai đã mua 1 item 101 với giá 45000 xu 0 yên 0 lượng
[2023/04/16 05:49:41:824] canhdepzai đã mua 1 item 26 với giá 1500 xu 0 yên 0 lượng
[2023/04/16 05:49:43:043] canhdepzai đã mua 1 item 26 với giá 1500 xu 0 yên 0 lượng
[2023/04/16 05:52:41:249] cung2s đã mua 5 item 242 với giá 0 xu 0 yên 50 lượng
[2023/04/16 05:54:23:322] cung2s đã mua 5 item 242 với giá 0 xu 0 yên 50 lượng
[2023/04/16 05:55:16:856] khabanh đã mua 3 item 23 với giá 0 xu 600 yên 0 lượng
[2023/04/16 05:55:21:521] huydiet đã mua 1 item 351 với giá 0 xu 0 yên 30 lượng
[2023/04/16 05:55:34:714] khabanh đã mua 1 item 799 với giá 0 xu 0 yên 1000 lượng
[2023/04/16 05:55:36:064] khabanh đã mua 1 item 896 với giá 0 xu 0 yên 2000 lượng
[2023/04/16 05:55:46:710] khabanh đã mua 1 item 796 với giá 0 xu 0 yên 2000 lượng
[2023/04/16 05:55:59:451] khabanh đã mua 1 item 215 với giá 0 xu 0 yên 10 lượng
[2023/04/16 05:56:00:472] khabanh đã mua 1 item 229 với giá 0 xu 0 yên 10 lượng
[2023/04/16 05:56:05:827] khabanh đã mua 1 item 248 với giá 0 xu 0 yên 50 lượng
[2023/04/16 05:56:41:726] huydiet đã mua 50 item 340 với giá 0 xu 0 yên 500 lượng
[2023/04/16 05:58:03:621] omily22 đã mua 1 item 215 với giá 0 xu 0 yên 10 lượng
[2023/04/16 05:58:06:065] omily22 đã mua 1 item 229 với giá 0 xu 0 yên 10 lượng
[2023/04/16 05:58:17:297] omily22 đã mua 1 item 799 với giá 0 xu 0 yên 1000 lượng
[2023/04/16 05:58:19:669] omily22 đã mua 1 item 896 với giá 0 xu 0 yên 2000 lượng
[2023/04/16 05:58:22:383] khabanh đã mua 1 item 24 với giá 0 xu 450 yên 0 lượng
[2023/04/16 05:58:27:641] omily22 đã mua 1 item 796 với giá 0 xu 0 yên 2000 lượng
[2023/04/16 05:59:15:244] omily22 đã mua 1 item 23 với giá 0 xu 200 yên 0 lượng
[2023/04/16 05:59:16:117] omily22 đã mua 1 item 23 với giá 0 xu 200 yên 0 lượng
[2023/04/16 06:04:38:392] kiem1s đã mua 1 item 41 với giá 1000 xu 0 yên 0 lượng
[2023/04/16 06:04:40:030] kiem1s đã mua 1 item 42 với giá 1000 xu 0 yên 0 lượng
[2023/04/16 06:04:49:976] kiem1s đã mua 1 item 43 với giá 1000 xu 0 yên 0 lượng
[2023/04/16 06:04:51:317] kiem1s đã mua 1 item 44 với giá 1000 xu 0 yên 0 lượng
[2023/04/16 06:04:53:084] kiem1s đã mua 1 item 45 với giá 1000 xu 0 yên 0 lượng
[2023/04/16 06:05:02:517] kiem1s đã mua 1 item 46 với giá 1000 xu 0 yên 0 lượng
[2023/04/16 06:06:08:318] khabanh đã mua 1 item 41 với giá 1000 xu 0 yên 0 lượng
[2023/04/16 06:06:09:278] khabanh đã mua 1 item 42 với giá 1000 xu 0 yên 0 lượng
[2023/04/16 06:06:10:165] khabanh đã mua 1 item 43 với giá 1000 xu 0 yên 0 lượng
[2023/04/16 06:06:10:989] khabanh đã mua 1 item 44 với giá 1000 xu 0 yên 0 lượng
[2023/04/16 06:06:11:748] khabanh đã mua 1 item 45 với giá 1000 xu 0 yên 0 lượng
[2023/04/16 06:06:12:588] khabanh đã mua 1 item 46 với giá 1000 xu 0 yên 0 lượng
[2023/04/16 06:06:13:355] khabanh đã mua 1 item 47 với giá 1000 xu 0 yên 0 lượng
[2023/04/16 06:06:14:057] khabanh đã mua 1 item 48 với giá 1000 xu 0 yên 0 lượng
[2023/04/16 06:09:43:049] cung1s đã giao dịch với cung2s và nhận được Item: 112. Số lượng: 1
[2023/04/16 06:13:01:714] cung1s đã giao dịch với cung2s và nhận được Item: 182. Số lượng: 1
[2023/04/16 06:13:01:715] cung1s đã giao dịch với cung2s và nhận được Item: 170. Số lượng: 1
[2023/04/16 06:13:01:715] cung1s đã giao dịch với cung2s và nhận được Item: 150. Số lượng: 1
[2023/04/16 06:13:01:715] cung2s đã giao dịch với cung1s và nhận được Item: 358. Số lượng: 1
[2023/04/16 06:13:01:715] cung2s đã giao dịch với cung1s và nhận được Item: 363. Số lượng: 1
[2023/04/16 06:13:01:715] cung2s đã giao dịch với cung1s và nhận được Item: 358. Số lượng: 1
[2023/04/16 06:13:01:715] cung2s đã giao dịch với cung1s và nhận được Item: 360. Số lượng: 1
[2023/04/16 06:13:01:716] cung2s đã giao dịch với cung1s và nhận được Item: 357. Số lượng: 1
[2023/04/16 06:13:01:716] cung2s đã giao dịch với cung1s và nhận được Item: 363. Số lượng: 1
[2023/04/16 06:14:15:834] napgan10ty đã giao dịch với admin và nhận được Item: 895. Số lượng: 1
[2023/04/16 06:14:15:834] napgan10ty đã giao dịch với admin và nhận được Item: 816. Số lượng: 1
[2023/04/16 06:15:36:784] cung1s đã giao dịch với kunai1s và nhận được Item: 334. Số lượng: 1
[2023/04/16 06:15:36:785] cung1s đã giao dịch với kunai1s và nhận được Item: 314. Số lượng: 1
[2023/04/16 06:17:39:613] napgan10ty đã mua 1 item 240 với giá 0 xu 0 yên 100 lượng
[2023/04/16 06:17:40:474] napgan10ty đã mua 1 item 240 với giá 0 xu 0 yên 100 lượng
[2023/04/16 06:17:41:354] napgan10ty đã mua 1 item 240 với giá 0 xu 0 yên 100 lượng
[2023/04/16 06:17:42:374] napgan10ty đã mua 1 item 240 với giá 0 xu 0 yên 100 lượng
[2023/04/16 06:17:43:424] napgan10ty đã mua 1 item 240 với giá 0 xu 0 yên 100 lượng
[2023/04/16 06:19:02:122] kunai1s đã mua 100 item 340 với giá 0 xu 0 yên 1000 lượng
[2023/04/16 06:20:26:312] kunai1s đã mua 100 item 340 với giá 0 xu 0 yên 1000 lượng
[2023/04/16 06:22:22:488] kunai1s đã mua 100 item 340 với giá 0 xu 0 yên 1000 lượng
[2023/04/16 06:28:35:710] chumbuff đã giao dịch với chumsoc và nhận được Item: 332. Số lượng: 1
[2023/04/16 06:28:35:711] chumbuff đã giao dịch với chumsoc và nhận được Item: 455. Số lượng: 1
[2023/04/16 06:28:35:712] chumbuff đã giao dịch với chumsoc và nhận được Item: 455. Số lượng: 1
[2023/04/16 06:28:35:712] chumbuff đã giao dịch với chumsoc và nhận được Item: 456. Số lượng: 1
[2023/04/16 06:28:35:712] chumbuff đã giao dịch với chumsoc và nhận được Item: 456. Số lượng: 1
[2023/04/16 06:28:35:712] chumbuff đã giao dịch với chumsoc và nhận được Item: 456. Số lượng: 1
[2023/04/16 06:28:35:713] chumbuff đã giao dịch với chumsoc và nhận được Item: 456. Số lượng: 1
[2023/04/16 06:28:35:713] chumbuff đã giao dịch với chumsoc và nhận được Item: 454. Số lượng: 1
[2023/04/16 06:28:35:713] chumbuff đã giao dịch với chumsoc và nhận được Item: 454. Số lượng: 1
[2023/04/16 06:28:35:713] chumbuff đã giao dịch với chumsoc và nhận được Item: 455. Số lượng: 1
[2023/04/16 06:28:35:714] chumbuff đã giao dịch với chumsoc và nhận được Item: 456. Số lượng: 1
[2023/04/16 06:28:56:295] chumbuff đã mua 1 item 271 với giá 0 xu 0 yên 500 lượng
[2023/04/16 06:36:03:394] napgan1ty đã giao dịch với chumbuff và nhận được Item: 629. Số lượng: 1
[2023/04/16 06:36:03:394] napgan1ty đã giao dịch với chumbuff và nhận được Item: 636. Số lượng: 1
[2023/04/16 06:36:03:395] napgan1ty đã giao dịch với chumbuff và nhận được Item: 627. Số lượng: 1
[2023/04/16 06:36:03:395] napgan1ty đã giao dịch với chumbuff và nhận được Item: 623. Số lượng: 1
[2023/04/16 06:36:03:395] napgan1ty đã giao dịch với chumbuff và nhận được Item: 628. Số lượng: 1
[2023/04/16 06:36:03:395] napgan1ty đã giao dịch với chumbuff và nhận được Item: 626. Số lượng: 1
[2023/04/16 06:36:03:396] napgan1ty đã giao dịch với chumbuff và nhận được Item: 629. Số lượng: 1
[2023/04/16 06:36:03:396] napgan1ty đã giao dịch với chumbuff và nhận được Item: 631. Số lượng: 1
[2023/04/16 06:36:03:396] napgan1ty đã giao dịch với chumbuff và nhận được Item: 629. Số lượng: 1
[2023/04/16 06:36:03:396] napgan1ty đã giao dịch với chumbuff và nhận được Item: 619. Số lượng: 1
[2023/04/16 06:36:03:396] napgan1ty đã giao dịch với chumbuff và nhận được Item: 626. Số lượng: 1
[2023/04/16 06:36:03:397] napgan1ty đã giao dịch với chumbuff và nhận được Item: 626. Số lượng: 1
[2023/04/16 06:36:47:585] traingheo đã giao dịch với chumbuff và nhận được Item: 633. Số lượng: 1
[2023/04/16 06:36:47:586] traingheo đã giao dịch với chumbuff và nhận được Item: 633. Số lượng: 1
[2023/04/16 06:37:30:416] napgan1ty đã giao dịch với chumbuff và nhận được Item: 627. Số lượng: 1
[2023/04/16 06:37:30:416] napgan1ty đã giao dịch với chumbuff và nhận được Item: 636. Số lượng: 1
[2023/04/16 06:37:30:417] napgan1ty đã giao dịch với chumbuff và nhận được Item: 626. Số lượng: 1
[2023/04/16 06:37:30:417] napgan1ty đã giao dịch với chumbuff và nhận được Item: 628. Số lượng: 1
[2023/04/16 06:37:30:417] napgan1ty đã giao dịch với chumbuff và nhận được Item: 625. Số lượng: 1
[2023/04/16 06:37:30:418] napgan1ty đã giao dịch với chumbuff và nhận được Item: 620. Số lượng: 1
[2023/04/16 06:37:30:418] napgan1ty đã giao dịch với chumbuff và nhận được Item: 637. Số lượng: 1
[2023/04/16 06:37:30:418] napgan1ty đã giao dịch với chumbuff và nhận được Item: 637. Số lượng: 1
[2023/04/16 06:37:30:418] napgan1ty đã giao dịch với chumbuff và nhận được Item: 636. Số lượng: 1
[2023/04/16 06:37:30:419] napgan1ty đã giao dịch với chumbuff và nhận được Item: 636. Số lượng: 1
[2023/04/16 06:39:32:214] napgan1ty đã giao dịch với chumbuff và nhận được Item: 631. Số lượng: 1
[2023/04/16 06:39:32:214] napgan1ty đã giao dịch với chumbuff và nhận được Item: 283. Số lượng: 1
[2023/04/16 06:39:32:214] napgan1ty đã giao dịch với chumbuff và nhận được Item: 623. Số lượng: 1
[2023/04/16 06:39:32:214] napgan1ty đã giao dịch với chumbuff và nhận được Item: 625. Số lượng: 1
[2023/04/16 06:39:32:215] napgan1ty đã giao dịch với chumbuff và nhận được Item: 623. Số lượng: 1
[2023/04/16 06:39:32:215] napgan1ty đã giao dịch với chumbuff và nhận được Item: 623. Số lượng: 1
[2023/04/16 06:39:32:215] napgan1ty đã giao dịch với chumbuff và nhận được Item: 280. Số lượng: 1
[2023/04/16 06:39:32:215] napgan1ty đã giao dịch với chumbuff và nhận được Item: 620. Số lượng: 1
[2023/04/16 06:39:32:216] napgan1ty đã giao dịch với chumbuff và nhận được Item: 625. Số lượng: 1
[2023/04/16 06:39:32:216] napgan1ty đã giao dịch với chumbuff và nhận được Item: 626. Số lượng: 1
[2023/04/16 06:39:32:216] napgan1ty đã giao dịch với chumbuff và nhận được Item: 635. Số lượng: 1
[2023/04/16 06:40:43:202] napgan1ty đã giao dịch với chumbuff và nhận được Item: 637. Số lượng: 1
[2023/04/16 06:40:43:203] napgan1ty đã giao dịch với chumbuff và nhận được Item: 634. Số lượng: 1
[2023/04/16 06:40:43:203] napgan1ty đã giao dịch với chumbuff và nhận được Item: 637. Số lượng: 1
[2023/04/16 06:40:43:203] napgan1ty đã giao dịch với chumbuff và nhận được Item: 633. Số lượng: 1
[2023/04/16 06:40:43:204] napgan1ty đã giao dịch với chumbuff và nhận được Item: 619. Số lượng: 1
[2023/04/16 06:40:43:204] napgan1ty đã giao dịch với chumbuff và nhận được Item: 622. Số lượng: 1
[2023/04/16 06:40:43:204] napgan1ty đã giao dịch với chumbuff và nhận được Item: 627. Số lượng: 1
[2023/04/16 06:41:28:136] chumbuff đã mua 5 item 285 với giá 0 xu 0 yên 750 lượng
[2023/04/16 06:43:58:245] kunai1s đã mua 100 item 340 với giá 0 xu 0 yên 1000 lượng
[2023/04/16 06:44:14:816] chumbuff đã mua 1 item 285 với giá 0 xu 0 yên 150 lượng
[2023/04/16 06:44:15:586] chumbuff đã mua 1 item 285 với giá 0 xu 0 yên 150 lượng
[2023/04/16 06:44:16:206] chumbuff đã mua 1 item 285 với giá 0 xu 0 yên 150 lượng
[2023/04/16 06:44:17:406] chumbuff đã mua 1 item 285 với giá 0 xu 0 yên 150 lượng
[2023/04/16 06:44:20:416] chumbuff đã mua 1 item 285 với giá 0 xu 0 yên 150 lượng
[2023/04/16 06:46:09:966] quat1s đã giao dịch với kunai1s và nhận được Item: 283. Số lượng: 1
[2023/04/16 06:46:52:055] kunai1s đã mua 3 item 242 với giá 0 xu 0 yên 30 lượng
[2023/04/16 06:49:30:385] tieu1s đã mua 2 item 268 với giá 0 xu 0 yên 10 lượng
[2023/04/16 06:50:40:494] kunai1s đã mua 1 item 351 với giá 0 xu 0 yên 30 lượng
[2023/04/16 06:56:24:557] chumbuff đã mua 1 item 241 với giá 0 xu 0 yên 100 lượng
[2023/04/16 06:56:26:466] chumbuff đã mua 1 item 240 với giá 0 xu 0 yên 100 lượng
[2023/04/16 06:57:33:617] pelak đã giao dịch với chumbuff và nhận được Item: 317. Số lượng: 1
[2023/04/16 06:57:33:617] pelak đã giao dịch với chumbuff và nhận được Item: 318. Số lượng: 1
[2023/04/16 06:57:33:618] pelak đã giao dịch với chumbuff và nhận được Item: 321. Số lượng: 1
[2023/04/16 06:57:33:618] pelak đã giao dịch với chumbuff và nhận được Item: 317. Số lượng: 1
[2023/04/16 06:57:33:618] pelak đã giao dịch với chumbuff và nhận được Item: 317. Số lượng: 1
[2023/04/16 06:57:33:618] pelak đã giao dịch với chumbuff và nhận được Item: 321. Số lượng: 1
[2023/04/16 06:57:33:618] pelak đã giao dịch với chumbuff và nhận được Item: 323. Số lượng: 1
[2023/04/16 07:04:31:619] chumbuff đã giao dịch với aciciaa và nhận được Item: 545. Số lượng: 1
[2023/04/16 07:04:31:619] chumbuff đã giao dịch với aciciaa và nhận được Item: 545. Số lượng: 1
[2023/04/16 07:04:31:620] chumbuff đã giao dịch với aciciaa và nhận được Item: 545. Số lượng: 1
[2023/04/16 07:04:31:620] chumbuff đã giao dịch với aciciaa và nhận được Item: 545. Số lượng: 1
[2023/04/16 07:04:31:620] chumbuff đã giao dịch với aciciaa và nhận được Item: 545. Số lượng: 1
[2023/04/16 07:04:31:620] chumbuff đã giao dịch với aciciaa và nhận được Item: 545. Số lượng: 1
[2023/04/16 07:04:31:620] chumbuff đã giao dịch với aciciaa và nhận được Item: 545. Số lượng: 1
[2023/04/16 07:04:31:620] chumbuff đã giao dịch với aciciaa và nhận được Item: 545. Số lượng: 1
[2023/04/16 07:04:31:621] chumbuff đã giao dịch với aciciaa và nhận được Item: 545. Số lượng: 1
[2023/04/16 07:04:31:621] chumbuff đã giao dịch với aciciaa và nhận được Item: 545. Số lượng: 1
[2023/04/16 07:04:31:621] chumbuff đã giao dịch với aciciaa và nhận được Item: 545. Số lượng: 1
[2023/04/16 07:04:31:622] chumbuff đã giao dịch với aciciaa và nhận được Item: 545. Số lượng: 1
[2023/04/16 07:10:03:146] chumbuff đã mua 10 item 539 với giá 0 xu 0 yên 5000 lượng
[2023/04/16 07:16:38:585] Shinwa: topkiem đã mua 1 item 439 với giá: 500000 xu.
[2023/04/16 07:17:24:546] Shinwa: topkiem đã mua 1 item 440 với giá: 500000 xu.
[2023/04/16 07:17:49:996] topkiem đã mua 200 item 340 với giá 0 xu 0 yên 2000 lượng
[2023/04/16 07:20:37:741] chumbuff đã mua 1 item 312 với giá 0 xu 0 yên 500 lượng
[2023/04/16 07:20:39:172] chumbuff đã mua 1 item 376 với giá 0 xu 0 yên 500 lượng
[2023/04/16 07:20:40:945] chumbuff đã mua 1 item 553 với giá 0 xu 0 yên 500 lượng
[2023/04/16 07:20:42:529] chumbuff đã mua 1 item 559 với giá 0 xu 0 yên 500 lượng
[2023/04/16 07:20:53:437] chumbuff đã mua 1 item 279 với giá 0 xu 0 yên 100 lượng
[2023/04/16 07:24:02:377] topkiem đã mua 200 item 340 với giá 0 xu 0 yên 2000 lượng
[2023/04/16 07:32:30:633] topkiem đã mua 2 item 270 với giá 0 xu 0 yên 300 lượng
[2023/04/16 08:15:08:515] hellolord đã mua 1 item 896 với giá 0 xu 0 yên 2000 lượng
[2023/04/16 08:15:09:267] hellolord đã mua 1 item 796 với giá 0 xu 0 yên 2000 lượng
[2023/04/16 08:15:11:771] hellolord đã mua 1 item 799 với giá 0 xu 0 yên 1000 lượng
[2023/04/16 08:15:55:891] hellolord đã mua 1 item 23 với giá 200 xu 0 yên 0 lượng
[2023/04/16 08:18:49:295] hellolord đã mua 1 item 215 với giá 0 xu 0 yên 10 lượng
[2023/04/16 08:18:50:030] hellolord đã mua 1 item 229 với giá 0 xu 0 yên 10 lượng
[2023/04/16 08:38:39:984] shinee đã giao dịch với huydiet và nhận được Item: 706. Số lượng: 1400
[2023/04/16 08:39:50:040] shinee đã giao dịch với trumpk và nhận được Item: 706. Số lượng: 1000
[2023/04/16 08:50:37:053] chum69hd đã mua 1 item 240 với giá 0 xu 0 yên 100 lượng
[2023/04/16 08:50:38:233] chum69hd đã mua 1 item 240 với giá 0 xu 0 yên 100 lượng
[2023/04/16 08:53:12:631] khanhdz đã mua 1 item 215 với giá 0 xu 0 yên 10 lượng
[2023/04/16 08:53:14:563] khanhdz đã mua 1 item 229 với giá 0 xu 0 yên 10 lượng
